resort,observation_date,region,reach,question,treatment,transect,dist,plot_id,species_code,browse,percent_cover,datasheet_page,notes,scientific_name,common_name,vegetation_type,beaver_preference,x,percent_cover_num,circle_name,observation_date.only
584,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,D,75,CCNWTD075,TSHE,no,75,11,NA,Tsuga heterophylla,western hemlock,tree,NA,NA,75,D075,2022-11-02
585,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,D,75,CCNWTD075,DRAR,no,trace,11,NA,Dryopteris arguta,wood fern,NA,NA,NA,0.5,D075,2022-11-02
586,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,D,75,CCNWTD075,COSC,no,trace,11,NA,Corydalis scouleri,corydalis,NA,NA,NA,0.5,D075,2022-11-02
587,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,D,75,CCNWTD075,GOOB,no,trace,11,NA,Goodyera oblongifolia,rattlesnake plantain,NA,NA,NA,0.5,D075,2022-11-02
588,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,D,75,CCNWTD075,MARA,no,5,11,NA,Maianthemum racemosum,false Soloman's seal,NA,NA,NA,5,D075,2022-11-02
589,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,D,75,CCNWTD075,OPHO,no,1,11,NA,Oplopanax horridus,devil's club,NA,NA,NA,1,D075,2022-11-02
590,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,D,75,CCNWTD075,POMU,no,trace,11,NA,Polystichum munitum,sword fern,NA,NA,NA,0.5,D075,2022-11-02
591,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,D,75,CCNWTD075,RHME,no,1,11,NA,Rhododendron menziesii,false azalea or azalea,NA,NA,NA,1,D075,2022-11-02
592,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,D,75,CCNWTD075,STSP,no,3,11,NA,Struthiopteris spicant,deer fern,NA,NA,NA,3,D075,2022-11-02
593,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,D,75,CCNWTD075,TITR,no,3,11,NA,Tiarella trifoliata,foam flower,NA,NA,NA,3,D075,2022-11-02
594,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,D,75,CCNWTD075,VAPA,no,15,11,NA,Vaccinium parvifolium,red huckleberry,NA,NA,NA,15,D075,2022-11-02
595,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,D,75,CCNWTD075,VIXXSP,no,12,11,NA,Viola sp.,violet species,NA,NA,NA,12,D075,2022-11-02
596,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,D,75,CCNWTD075,MADI,no,trace,11,NA,Maianthemum dilatatum,false lily of the valley,NA,NA,NA,0.5,D075,2022-11-02
597,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,D,75,CCNWTD075,CLUN,no,1,11,NA,Clintonia uniflora,queens cups,NA,NA,NA,1,D075,2022-11-02
598,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,D,75,CCNWTD075,COUN,no,1,11,NA,Cornus unalaschkensis,bunchberry,NA,NA,NA,1,D075,2022-11-02
599,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,D,75,CCNWTD075,ACTR,no,50,11,NA,Achlys triphylla,vanilla leaf,NA,NA,NA,50,D075,2022-11-02
600,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,D,75,CCNWTD075,TROV,no,trace,11,NA,Trillium ovatum,trillium,NA,NA,NA,0.5,D075,2022-11-02
601,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,C,20,CCNWTC020,PSME,no,20,12,NA,Pseudotsuga menziesii,Douglas fir,tree,NA,NA,20,C020,2022-11-02
602,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,C,20,CCNWTC020,TSHE,no,50,12,NA,Tsuga heterophylla,western hemlock,tree,NA,NA,50,C020,2022-11-02
603,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,C,20,CCNWTC020,ATFE,no,15,12,NA,Athyrium filix-femina,lady fern,NA,NA,NA,15,C020,2022-11-02
604,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,C,20,CCNWTC020,COSC,no,3,12,NA,Corydalis scouleri,corydalis,NA,NA,NA,3,C020,2022-11-02
605,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,C,20,CCNWTC020,GYDI,no,1,12,NA,Gymnocarpium disjunctum,oak fern,NA,NA,NA,1,C020,2022-11-02
606,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,C,20,CCNWTC020,HYTE,no,trace,12,NA,Hydrophyllum tenuipes,Pacific waterleaf,NA,NA,NA,0.5,C020,2022-11-02
607,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,C,20,CCNWTC020,MAST,no,1,12,NA,Maianthemum stellatum,star-flowered Solomon's seal,NA,NA,NA,1,C020,2022-11-02
608,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,C,20,CCNWTC020,OPHO,no,60,12,NA,Oplopanax horridus,devil's club,NA,NA,NA,60,C020,2022-11-02
609,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,C,20,CCNWTC020,POMU,no,12,12,NA,Polystichum munitum,sword fern,NA,NA,NA,12,C020,2022-11-02
610,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,C,20,CCNWTC020,RHME,no,trace,12,NA,Rhododendron menziesii,false azalea or azalea,NA,NA,NA,0.5,C020,2022-11-02
611,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,C,20,CCNWTC020,STSP,no,10,12,NA,Struthiopteris spicant,deer fern,NA,NA,NA,10,C020,2022-11-02
612,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,C,20,CCNWTC020,TITR,no,10,12,NA,Tiarella trifoliata,foam flower,NA,NA,NA,10,C020,2022-11-02
613,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,C,20,CCNWTC020,VAPA,no,1,12,NA,Vaccinium parvifolium,red huckleberry,NA,NA,NA,1,C020,2022-11-02
614,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,C,20,CCNWTC020,VIXXSP,no,trace,12,NA,Viola sp.,violet species,NA,NA,NA,0.5,C020,2022-11-02
615,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,C,20,CCNWTC020,MADI,no,1,12,NA,Maianthemum dilatatum,false lily of the valley,NA,NA,NA,1,C020,2022-11-02
616,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,C,20,CCNWTC020,LYAM,no,5,12,NA,Lysichiton americanus,skunk cabbage,NA,NA,NA,5,C020,2022-11-02
617,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,C,20,CCNWTC020,TROV,no,trace,12,NA,Trillium ovatum,trillium,NA,NA,NA,0.5,C020,2022-11-02
618,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,C,20,CCNWTC020,TOME,no,40,12,NA,Tolmiea menziesii,piggyback plant,NA,NA,NA,40,C020,2022-11-02
619,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,C,20,CCNWTC020,CLUN,no,trace,12,NA,Clintonia uniflora,queens cups,NA,NA,NA,0.5,C020,2022-11-02
620,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,C,20,CCNWTC020,ADBI,no,trace,12,NA,Adenocaulon bicolor,trail plant or pathfinder,NA,NA,NA,0.5,C020,2022-11-02
621,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,C,20,CCNWTC020,CLSI,no,trace,12,NA,Claytonia sibirica,miners lettuce or candy flower,NA,NA,NA,0.5,C020,2022-11-02
622,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,C,130,CCNWTC130,PSME,no,18,12,NA,Pseudotsuga menziesii,Douglas fir,tree,NA,NA,18,C130,2022-11-02
623,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,C,130,CCNWTC130,TSHE,no,70,12,NA,Tsuga heterophylla,western hemlock,tree,NA,NA,70,C130,2022-11-02
624,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,C,130,CCNWTC130,GOOB,no,trace,12,NA,Goodyera oblongifolia,rattlesnake plantain,NA,NA,NA,0.5,C130,2022-11-02
625,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,C,130,CCNWTC130,MAST,no,1,12,NA,Maianthemum stellatum,star-flowered Solomon's seal,NA,NA,NA,1,C130,2022-11-02
626,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,C,130,CCNWTC130,OPHO,no,trace,12,NA,Oplopanax horridus,devil's club,NA,NA,NA,0.5,C130,2022-11-02
627,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,C,130,CCNWTC130,POMU,no,2,12,NA,Polystichum munitum,sword fern,NA,NA,NA,2,C130,2022-11-02
628,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,C,130,CCNWTC130,RHME,no,trace,12,NA,Rhododendron menziesii,false azalea or azalea,NA,NA,NA,0.5,C130,2022-11-02
629,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,C,130,CCNWTC130,STSP,no,trace,12,NA,Struthiopteris spicant,deer fern,NA,NA,NA,0.5,C130,2022-11-02
630,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,C,130,CCNWTC130,TITR,no,trace,12,NA,Tiarella trifoliata,foam flower,NA,NA,NA,0.5,C130,2022-11-02
631,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,C,130,CCNWTC130,VAPA,no,1,12,NA,Vaccinium parvifolium,red huckleberry,NA,NA,NA,1,C130,2022-11-02
632,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,C,130,CCNWTC130,VIXXSP,no,trace,12,NA,Viola sp.,violet species,NA,NA,NA,0.5,C130,2022-11-02
633,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,C,130,CCNWTC130,TROV,no,trace,12,NA,Trillium ovatum,trillium,NA,NA,NA,0.5,C130,2022-11-02
634,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,C,130,CCNWTC130,CLUN,no,trace,12,NA,Clintonia uniflora,queens cups,NA,NA,NA,0.5,C130,2022-11-02
635,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,C,130,CCNWTC130,ACTR,no,4,12,NA,Achlys triphylla,vanilla leaf,NA,NA,NA,4,C130,2022-11-02
636,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,C,130,CCNWTC130,MANE,no,18,12,NA,Mahonia nervosa ,low oregon grape,NA,NA,NA,18,C130,2022-11-02
637,2022-11-02T10:44:59Z,Charley Creek,WillowNorth,Willow,yes,C,130,CCNWTC130,ACCI,no,1,12,NA,Acer circinatum,vine maple,NA,NA,NA,1,C130,2022-11-02
638,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,20,CCNWCG020,PSME,no,10,13,NA,Pseudotsuga menziesii,Douglas fir,tree,NA,NA,10,G020,2022-11-02
639,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,20,CCNWCG020,TSHE,no,55,13,NA,Tsuga heterophylla,western hemlock,tree,NA,NA,55,G020,2022-11-02
640,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,20,CCNWCG020,ATFE,no,1,13,NA,Athyrium filix-femina,lady fern,NA,NA,NA,1,G020,2022-11-02
641,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,20,CCNWCG020,CIAL,no,1,13,NA,Circaea alpina,alpine enchanter's nightshade,NA,NA,NA,1,G020,2022-11-02
642,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,20,CCNWCG020,COSC,no,1,13,NA,Corydalis scouleri,corydalis,NA,NA,NA,1,G020,2022-11-02
643,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,20,CCNWCG020,GATR,no,trace,13,NA,Galium triflorum,galium,NA,NA,NA,0.5,G020,2022-11-02
644,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,20,CCNWCG020,GYDI,no,8,13,NA,Gymnocarpium disjunctum,oak fern,NA,NA,NA,8,G020,2022-11-02
645,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,20,CCNWCG020,GOOB,no,trace,13,NA,Goodyera oblongifolia,rattlesnake plantain,NA,NA,NA,0.5,G020,2022-11-02
646,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,20,CCNWCG020,MAST,no,2,13,NA,Maianthemum stellatum,star-flowered Solomon's seal,NA,NA,NA,2,G020,2022-11-02
647,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,20,CCNWCG020,OPHO,no,70,13,NA,Oplopanax horridus,devil's club,NA,NA,NA,70,G020,2022-11-02
648,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,20,CCNWCG020,POMU,no,3,13,NA,Polystichum munitum,sword fern,NA,NA,NA,3,G020,2022-11-02
649,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,20,CCNWCG020,RHME,no,1,13,NA,Rhododendron menziesii,false azalea or azalea,NA,NA,NA,1,G020,2022-11-02
650,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,20,CCNWCG020,STSP,no,15,13,NA,Struthiopteris spicant,deer fern,NA,NA,NA,15,G020,2022-11-02
651,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,20,CCNWCG020,TITR,no,8,13,NA,Tiarella trifoliata,foam flower,NA,NA,NA,8,G020,2022-11-02
652,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,20,CCNWCG020,VAPA,no,5,13,NA,Vaccinium parvifolium,red huckleberry,NA,NA,NA,5,G020,2022-11-02
653,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,20,CCNWCG020,VIXXSP,no,trace,13,NA,Viola sp.,violet species,NA,NA,NA,0.5,G020,2022-11-02
654,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,20,CCNWCG020,TOME,no,5,13,NA,Tolmiea menziesii,piggyback plant,NA,NA,NA,5,G020,2022-11-02
655,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,20,CCNWCG020,RUUR,no,1,13,NA,Rubus ursinus,trailing blackberry,NA,NA,NA,1,G020,2022-11-02
656,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,20,CCNWCG020,ACTR,no,1,13,NA,Achlys triphylla,vanilla leaf,NA,NA,NA,1,G020,2022-11-02
657,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,20,CCNWCG020,MADI,no,1,13,NA,Maianthemum dilatatum,false lily of the valley,NA,NA,NA,1,G020,2022-11-02
658,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,20,CCNWCG020,LYAM,no,1,13,NA,Lysichiton americanus,skunk cabbage,NA,NA,NA,1,G020,2022-11-02
659,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,20,CCNWCG020,TROV,no,trace,13,NA,Trillium ovatum,trillium,NA,NA,NA,0.5,G020,2022-11-02
660,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,75,CCNWCG075,ABAM,no,10,13,NA,Abies amabilis,Pacific silver fir,tree,NA,NA,10,G075,2022-11-02
661,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,75,CCNWCG075,PSME,no,30,13,NA,Pseudotsuga menziesii,Douglas fir,tree,NA,NA,30,G075,2022-11-02
662,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,75,CCNWCG075,THPL,no,25,13,NA,Thuja plicata,western redcedar,tree,NA,NA,25,G075,2022-11-02
663,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,75,CCNWCG075,TSHE,no,55,13,NA,Tsuga heterophylla,western hemlock,tree,NA,NA,55,G075,2022-11-02
664,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,75,CCNWCG075,GYDI,no,trace,13,NA,Gymnocarpium disjunctum,oak fern,NA,NA,NA,0.5,G075,2022-11-02
665,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,75,CCNWCG075,GOOB,no,trace,13,NA,Goodyera oblongifolia,rattlesnake plantain,NA,NA,NA,0.5,G075,2022-11-02
666,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,75,CCNWCG075,MAST,no,trace,13,NA,Maianthemum stellatum,star-flowered Solomon's seal,NA,NA,NA,0.5,G075,2022-11-02
667,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,75,CCNWCG075,OPHO,no,10,13,NA,Oplopanax horridus,devil's club,NA,NA,NA,10,G075,2022-11-02
668,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,75,CCNWCG075,POMU,no,2,13,NA,Polystichum munitum,sword fern,NA,NA,NA,2,G075,2022-11-02
669,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,75,CCNWCG075,STSP,no,15,13,NA,Struthiopteris spicant,deer fern,NA,NA,NA,15,G075,2022-11-02
670,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,75,CCNWCG075,TITR,no,2,13,NA,Tiarella trifoliata,foam flower,NA,NA,NA,2,G075,2022-11-02
671,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,75,CCNWCG075,VAPA,no,3,13,NA,Vaccinium parvifolium,red huckleberry,NA,NA,NA,3,G075,2022-11-02
672,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,75,CCNWCG075,VIXXSP,no,trace,13,NA,Viola sp.,violet species,NA,NA,NA,0.5,G075,2022-11-02
673,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,75,CCNWCG075,RUUR,no,1,13,NA,Rubus ursinus,trailing blackberry,NA,NA,NA,1,G075,2022-11-02
674,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,75,CCNWCG075,ACTR,no,50,13,NA,Achlys triphylla,vanilla leaf,NA,NA,NA,50,G075,2022-11-02
675,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,75,CCNWCG075,MADI,no,1,13,NA,Maianthemum dilatatum,false lily of the valley,NA,NA,NA,1,G075,2022-11-02
676,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,75,CCNWCG075,RUPE,no,5,13,NA,Rubus pedatus,creeping raspberry,NA,NA,NA,5,G075,2022-11-02
677,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,75,CCNWCG075,TROV,no,trace,13,NA,Trillium ovatum,trillium,NA,NA,NA,0.5,G075,2022-11-02
678,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,75,CCNWCG075,COUN,no,5,13,NA,Cornus unalaschkensis,bunchberry,NA,NA,NA,5,G075,2022-11-02
679,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,75,CCNWCG075,ACCI,no,10,13,NA,Acer circinatum,vine maple,NA,NA,NA,10,G075,2022-11-02
680,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,75,CCNWCG075,PRHO,no,trace,13,NA,Prosartes hookeri,Hooker's fairy bell,NA,NA,NA,0.5,G075,2022-11-02
681,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,75,CCNWCG075,MANE,no,5,13,NA,Mahonia nervosa ,low oregon grape,NA,NA,NA,5,G075,2022-11-02
682,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,130,CCNWCG130,PSME,no,25,14,NA,Pseudotsuga menziesii,Douglas fir,tree,NA,NA,25,G130,2022-11-02
683,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,130,CCNWCG130,TSHE,no,75,14,NA,Tsuga heterophylla,western hemlock,tree,NA,NA,75,G130,2022-11-02
684,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,130,CCNWCG130,GOOB,no,1,14,NA,Goodyera oblongifolia,rattlesnake plantain,NA,NA,NA,1,G130,2022-11-02
685,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,130,CCNWCG130,MAST,no,2,14,NA,Maianthemum stellatum,star-flowered Solomon's seal,NA,NA,NA,2,G130,2022-11-02
686,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,130,CCNWCG130,OPHO,no,2,14,NA,Oplopanax horridus,devil's club,NA,NA,NA,2,G130,2022-11-02
687,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,130,CCNWCG130,POMU,no,3,14,NA,Polystichum munitum,sword fern,NA,NA,NA,3,G130,2022-11-02
688,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,130,CCNWCG130,RHME,no,trace,14,NA,Rhododendron menziesii,false azalea or azalea,NA,NA,NA,0.5,G130,2022-11-02
689,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,130,CCNWCG130,STSP,no,5,14,NA,Struthiopteris spicant,deer fern,NA,NA,NA,5,G130,2022-11-02
690,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,130,CCNWCG130,TITR,no,trace,14,NA,Tiarella trifoliata,foam flower,NA,NA,NA,0.5,G130,2022-11-02
691,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,130,CCNWCG130,VAPA,no,2,14,NA,Vaccinium parvifolium,red huckleberry,NA,NA,NA,2,G130,2022-11-02
692,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,130,CCNWCG130,VIXXSP,no,trace,14,NA,Viola sp.,violet species,NA,NA,NA,0.5,G130,2022-11-02
693,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,130,CCNWCG130,RUUR,no,1,14,NA,Rubus ursinus,trailing blackberry,NA,NA,NA,1,G130,2022-11-02
694,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,130,CCNWCG130,MANE,no,50,14,NA,Mahonia nervosa ,low oregon grape,NA,NA,NA,50,G130,2022-11-02
695,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,130,CCNWCG130,ACCI,no,20,14,NA,Acer circinatum,vine maple,NA,NA,NA,20,G130,2022-11-02
696,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,130,CCNWCG130,CLUN,no,3,14,NA,Clintonia uniflora,queens cups,NA,NA,NA,3,G130,2022-11-02
697,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,130,CCNWCG130,ACTR,no,1,14,NA,Achlys triphylla,vanilla leaf,NA,NA,NA,1,G130,2022-11-02
698,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,130,CCNWCG130,TROV,no,trace,14,NA,Trillium ovatum,trillium,NA,NA,NA,0.5,G130,2022-11-02
699,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,130,CCNWCG130,MADI,no,1,14,NA,Maianthemum dilatatum,false lily of the valley,NA,NA,NA,1,G130,2022-11-02
700,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,G,130,CCNWCG130,COUN,no,2,14,NA,Cornus unalaschkensis,bunchberry,NA,NA,NA,2,G130,2022-11-02
701,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,E,130,CCNWCE130,PSME,no,25,15,NA,Pseudotsuga menziesii,Douglas fir,tree,NA,NA,25,E130,2022-11-02
702,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,E,130,CCNWCE130,THPL,no,8,15,NA,Thuja plicata,western redcedar,tree,NA,NA,8,E130,2022-11-02
703,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,E,130,CCNWCE130,TSHE,no,45,15,NA,Tsuga heterophylla,western hemlock,tree,NA,NA,45,E130,2022-11-02
704,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,E,130,CCNWCE130,GOOB,no,1,15,NA,Goodyera oblongifolia,rattlesnake plantain,NA,NA,NA,1,E130,2022-11-02
705,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,E,130,CCNWCE130,MAST,no,3,15,NA,Maianthemum stellatum,star-flowered Solomon's seal,NA,NA,NA,3,E130,2022-11-02
706,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,E,130,CCNWCE130,OPHO,no,25,15,NA,Oplopanax horridus,devil's club,NA,NA,NA,25,E130,2022-11-02
707,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,E,130,CCNWCE130,POMU,no,15,15,NA,Polystichum munitum,sword fern,NA,NA,NA,15,E130,2022-11-02
708,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,E,130,CCNWCE130,RHME,no,3,15,NA,Rhododendron menziesii,false azalea or azalea,NA,NA,NA,3,E130,2022-11-02
709,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,E,130,CCNWCE130,STSP,no,10,15,NA,Struthiopteris spicant,deer fern,NA,NA,NA,10,E130,2022-11-02
710,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,E,130,CCNWCE130,TITR,no,1,15,NA,Tiarella trifoliata,foam flower,NA,NA,NA,1,E130,2022-11-02
711,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,E,130,CCNWCE130,VAPA,no,2,15,NA,Vaccinium parvifolium,red huckleberry,NA,NA,NA,2,E130,2022-11-02
712,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,E,130,CCNWCE130,VIXXSP,no,trace,15,NA,Viola sp.,violet species,NA,NA,NA,0.5,E130,2022-11-02
713,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,E,130,CCNWCE130,MADI,no,trace,15,NA,Maianthemum dilatatum,false lily of the valley,NA,NA,NA,0.5,E130,2022-11-02
714,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,E,130,CCNWCE130,ACTR,no,3,15,NA,Achlys triphylla,vanilla leaf,NA,NA,NA,3,E130,2022-11-02
715,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,E,130,CCNWCE130,MANE,no,5,15,NA,Mahonia nervosa ,low oregon grape,NA,NA,NA,5,E130,2022-11-02
716,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,E,130,CCNWCE130,ADBI,no,trace,15,NA,Adenocaulon bicolor,trail plant or pathfinder,NA,NA,NA,0.5,E130,2022-11-02
717,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,E,130,CCNWCE130,DREX,no,trace,15,NA,Dryopteris expansa,spreading wood fern,NA,NA,NA,0.5,E130,2022-11-02
718,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,E,130,CCNWCE130,TROV,no,trace,15,NA,Trillium ovatum,trillium,NA,NA,NA,0.5,E130,2022-11-02
719,2022-11-02T12:00:00Z,Charley Creek,WillowNorth,Willow,no,E,130,CCNWCE130,RUUR,no,trace,15,NA,Rubus ursinus,trailing blackberry,NA,NA,NA,0.5,E130,2022-11-02
